measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",3.5,SD,"South Dakota",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10.7,TN,Tennessee,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.8,TX,Texas,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4.6,UT,Utah,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",12.1,VT,Vermont,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",12.5,VA,Virginia,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",13.7,WA,Washington,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",6,WV,"West Virginia",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",5.6,WI,Wisconsin,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",1.1,WY,Wyoming,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",14.6,US,"U.S. total",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
